source,target,label,newClusterPredictedLabel,newClusterConfidence,newClusterIsCorrect
have,advantage,,False,0.0,0
say,people,,False,0.0,0
get,chance,,False,0.0,0
be,success,,False,0.0,0
do,risk,,False,0.0,0
have,risk,,False,0.0,0
be,risk,,False,0.0,0
manualized,risk,,False,0.0,0
want,risk,,False,0.0,0
do,thing,,False,0.0,0
stand,crowd,,False,0.0,0
make,person,,False,0.0,0
distinguish,others,,False,0.0,0
make,lot,,False,0.0,0
challeng,something,,True,1.0,0
abtain,succsess,,False,0.0,0
agree,advertisement,,False,0.0,0
make,product,,False,0.0,0
buy,food,,False,0.0,0
look,picture,,False,0.0,0
cook,direction,,False,0.0,0
say,defferent,,False,0.0,0
look,defferent,,False,0.0,0
have,people,,False,0.0,0
happeded,people,,False,0.0,0
understand,business,,False,0.0,0
be,business,,False,0.0,0
do,business,,False,0.0,0
be,customer,,False,0.0,0
try,customer,,False,0.0,0
get,customer,,False,0.0,0
sell,product,,False,0.0,0
make,make,,False,0.0,0
seem,reason,,False,0.0,0
make,people,,False,0.0,0
buy,product,,False,0.0,0
use,picture,,False,0.0,0
do,product,,False,0.0,0
waste,money,,False,0.0,0
complain,customer,,False,0.0,0
be,product,,False,0.0,0
disapointted,product,,False,0.0,0
be,nicer,,False,0.0,0
show,nicer,,False,0.0,0
be,begining,,False,0.0,0
be,advertisement,,False,0.0,0
dream,advertisement,,False,0.0,0
look,advertisement,,False,0.0,0
be,make,,False,0.0,0
look,make,,False,0.0,0
get,difference,,False,0.0,0
be,look,,False,0.0,0
show,look,,False,0.0,0
be,car,,False,0.0,0
circulate,city,,False,0.0,0
be,lot,,False,0.0,0
be,transport,,False,0.0,0
try,transport,,False,0.0,0
improve,transport,,False,0.0,0
be,project,,False,0.0,0
link,city,,False,0.0,0
be,problem,,False,0.0,0
become,problem,,False,0.0,0
cause,pollution,,False,0.0,0
pollute,transport,,False,0.0,0
have,car,,False,0.0,0
be,taxation,,False,0.0,0
be,cost,,False,0.0,0
grow,cost,,False,0.0,0
add,cost,,False,0.0,0
guess,people,,False,0.0,0
prefer,transport,,False,0.0,0
be,twenty,,False,0.0,0
develop,twenty,,False,0.0,0
think,twenty,,False,0.0,0
make,car,,False,0.0,0
remain,city,,False,0.0,0
be,winter,,False,0.0,0
prefer,school,,False,0.0,0
go,school,,False,0.0,0
spread,conscience,,False,0.0,0
believe,car,,False,0.0,0
own,car,,False,0.0,0
be,awareness,,False,0.0,0
use,car,,False,0.0,0
travel,amount,,True,0.6666666666666666,0
organize,group,,False,0.0,0
travel,fact,,True,1.0,0
be,fact,,False,0.0,0
provide,opportunity,,False,0.0,0
learn,language,,False,0.0,0
eat,food,,False,0.8333333333333334,0
experience,culture,,False,0.0,0
end,people,,False,0.0,0
speak,language,,False,0.0,0
want,food,,False,0.0,0
know,food,,False,0.0,0
focus,tourist,,False,0.0,0
s,people,,False,0.0,0
be,opposite,,False,0.0,0
like,book,,False,0.0,0
read,book,,False,0.0,0
travel,time,,False,0.8333333333333334,0
be,plan,,False,0.0,0
have,plan,,False,0.0,0
Doing,flexibility,,False,0.0,0
choose,majority,,False,0.0,0
go,majority,,True,0.6666666666666666,0
visit,church,,False,0.0,0
museums,mall,,False,0.0,0
shop,mall,,False,0.0,0
have,compromise,,False,0.0,0
find,compromise,,False,0.0,0
include,plenty,,False,0.0,0
wander,street,,False,0.0,0
know,place,,False,0.0,0
like,street,,False,0.0,0
get,street,,False,0.0,0
lose,street,,False,0.0,0
interact,people,,False,0.0,0
see,shop,,False,0.0,0
walk,shop,,False,0.0,0
talk,country,,False,0.0,0
be,language,,False,0.0,0
do,word,,False,0.0,0
use,word,,False,0.0,0
find,mother,,False,0.0,0
use,mother,,False,0.0,0
Based,experience,,False,0.0,0
believe,people,,False,0.0,0
react,culture,,False,0.0,0
see,culture,,False,0.0,0
travel,culture,,False,1.0,0
respect,culture,,False,0.0,0
blend,group,,False,0.0,0
look,lens,,False,0.0,0
be,animal,,False,0.0,0
think,category,,False,0.0,0
divide,group,,False,0.0,0
go,becouse,,False,0.0,0
study,becouse,,False,0.0,0
be,work,,False,0.0,0
do,work,,False,0.0,0
think,period,,False,0.0,0
hold,part,,False,0.0,0
be,category,,False,0.0,0
be,worker,,False,0.0,0
be,student,,False,0.0,0
think,situation,,False,0.0,0
be,communitie,,False,0.0,0
help,communitie,,False,0.0,0
be,exception,,False,0.0,0
do,way,,False,0.0,0
find,way,,False,0.0,0
be,exeptions,,False,0.0,0
decide,service,,False,0.0,0
give,service,,False,0.0,0
stop,year,,False,0.0,0
study,year,,False,0.0,0
s,house,,False,0.0,0
think,way,,False,0.0,0
be,position,,False,0.0,0
find,position,,False,0.0,0
do,people,,False,0.0,0
like,becouse,,False,0.0,0
understand,becouse,,False,0.0,0
read,statement,,False,0.0,0
be,child,,False,0.0,0
think,world,,False,0.0,0
realize,time,,False,0.0,0
m,time,,False,0.0,0
live,time,,False,0.8333333333333334,0
think,mine,,False,0.0,0
be,mine,,False,0.0,0
go,work,,False,0.0,0
study,work,,False,1.0,0
improve,work,,False,0.0,0
enjoy,self,,False,0.0,0
think,communitie,,False,0.0,0
m,communitie,,False,0.0,0
agree,statement,,False,0.0,0
be,person,,False,0.0,0
help,person,,False,0.0,0
effecient,work,,False,0.0,0
choose,subject,,False,0.0,0
take,subject,,False,0.0,0
say,example,,False,0.0,0
take,biology,,False,0.0,0
be,advantage,,False,0.0,0
lead,person,,False,0.0,0
give,sense,,False,0.0,0
get,information,,False,0.0,0
be,bunch,,False,0.0,0
accquire,experience,,False,0.0,0
make,life,,False,0.0,0
bore,person,,False,0.0,0
want,thing,,False,0.0,0
learn,thing,,False,0.0,0
be,access,,False,0.0,0
have,access,,False,0.0,0
choose,everything,,False,0.0,0
know,everything,,False,0.0,0
know,information,,False,0.0,0
make,type,,False,0.0,0
know,history,,False,0.0,0
get,people,,False,0.0,0
begin,fact,,False,0.0,0
understand,fact,,False,0.0,0
be,interest,,False,0.0,0
do,interest,,False,0.0,0
have,interest,,False,0.0,0
ve,elective,,False,0.0,0
choose,elective,,False,0.0,0
want,subject,,False,0.0,0
know,subject,,False,0.0,0
make,wise,,False,0.0,0
feel,wise,,False,0.0,0
talk,people,,True,1.0,0
argue,area,,False,0.0,0
talk,area,,False,0.0,0
give,impression,,False,0.0,0
interest,stuff,,True,0.8571428571428571,0
learn,stuff,,False,0.0,0
explain,actor,,False,0.0,0
be,career,,False,0.0,0
persuing,career,,False,0.0,0
sing,leader,,False,0.0,0
be,leader,,False,0.0,0
s,knowledge,,False,0.0,0
learn,fact,,False,0.0,0
give,color,,False,0.0,0
be,use,,False,0.0,0
say,use,,False,0.0,0
Speacializing,specific,,False,0.0,0
be,knowledge,,False,0.0,0
choose,knowledge,,False,0.0,0
oppose,subject,,False,0.0,0
be,competion,,False,0.0,0
improve,competion,,False,0.0,0
speacialize,area,,False,0.0,0
shine,uniqeness,,False,0.0,0
be,uniqeness,,False,0.0,0
know,uniqeness,,False,0.0,0
be,doctor,,False,0.0,0
go,matter,,False,0.0,0
didnt,matter,,False,0.0,0
be,pain,,False,0.0,0
feel,pain,,False,0.0,0
go,doctor,,False,0.0,0
be,part,,False,0.0,0
concern,part,,False,0.0,0
have,look,,False,0.0,0
have,class,,False,0.0,0
teach,subject,,False,0.0,0
move,school,,False,0.0,0
start,teacher,,False,0.0,0
realize,teacher,,False,0.0,0
be,sense,,False,0.0,0
have,teacher,,False,0.0,0
take,Science,,False,0.0,0
do,teacher,,False,0.0,0
oving,university,,False,0.0,0
Take,buisness,,False,0.0,0
speacilize,topic,,False,0.0,0
find,topic,,False,0.0,0
i,decsion,,False,0.0,0
be,decsion,,False,0.0,0
try,decsion,,False,0.0,0
prove,decsion,,False,0.0,0
be,one,,False,0.0,0
make,one,,False,0.0,0
take,lot,,False,0.0,0
have,opportuinty,,False,0.0,0
relate,business,,False,0.0,0
speacilizing,subject,,False,0.0,0
find,job,,False,0.0,0
start,motivating,,False,0.0,0
work,motivating,,True,1.0,0
fullfilling,job,,False,0.0,0
feel,job,,False,0.0,0
know,job,,False,0.0,0
make,job,,False,0.0,0
change,career,,False,0.0,0
feel,shame,,False,0.0,0
waste,year,,False,0.0,0
study,beginning,,False,1.0,0
start,beginning,,False,0.0,0
prefer,group,,False,0.0,0
like,friend,,False,0.0,0
travel,friend,,False,1.0,0
do,travel,,False,0.0,0
do,plan,,False,0.0,0
know,plan,,False,0.0,0
make,plan,,False,0.0,0
do,English,,False,0.0,0
speak,English,,False,0.0,0
have,travel,,False,0.0,0
have,tour,,False,0.0,0
find,people,,False,0.0,0
frustrate,people,,False,0.0,0
wait,people,,False,0.6,0
get,place,,False,0.0,0
leave,place,,False,0.0,0
visit,time,,False,0.0,0
travel,problem,,True,1.0,0
stay,bed,,False,1.0,0
wake,morning,,False,0.0,0
enjoy,sunrise,,False,0.0,0
enjoy,trip,,False,0.0,0
Travering,group,,False,0.0,0
rent,van,,False,0.0,0
reserve,hotel,,False,0.0,0
fullfill,satisfaction,,False,0.0,0
need,people,,False,0.0,0
select,hotel,,False,0.0,0
accord,budget,,False,0.0,0
spend,money,,False,0.0,0
visit,place,,False,0.0,0
state,people,,False,0.0,0
travel,people,,False,1.0,0
allow,people,,False,0.0,0
change,travel,,False,0.0,0
adjust,travel,,False,0.0,0
argue,knowledge,,False,0.0,0
gain,knowledge,,False,0.0,0
deeply,research,,False,0.0,0
disagree,idea,,False,0.0,0
specialize,advantage,,False,0.0,0
bring,advantage,,False,0.0,0
be,nowadays,,False,0.0,0
be,generalist,,False,0.0,0
work,Micro,,False,0.0,0
tell,company,,False,0.0,0
start,company,,False,0.0,0
be,employee,,False,0.0,0
have,company,,False,0.0,0
be,company,,False,0.0,0
develop,company,,False,0.0,0
hire,specialist,,False,0.0,0
be,order,,False,0.0,0
advance,technology,,False,0.0,0
explain,specific,,False,0.0,0
be,specific,,False,0.0,0
focus,specific,,False,0.0,0
have,computer,,False,0.0,0
be,computer,,False,0.0,0
assign,computer,,False,0.0,0
be,core,,False,0.0,0
have,PhD,,False,0.0,0
include,uncle,,False,0.0,0
do,computer,,False,0.0,0
study,computer,,False,1.0,0
hire,people,,False,0.0,0
be,hacker,,False,0.0,0
fight,hacker,,False,1.0,0
represent,knowledge,,False,0.0,0
specialize,knowledge,,False,0.0,0
bring,income,,False,0.0,0
receive,salary,,False,0.0,0
be,sale,,False,0.0,0
focus,subject,,False,0.0,0
insist,knowledge,,False,0.0,0
develop,knowledge,,False,0.0,0
be,technology,,False,0.0,0
require,specialist,,False,0.0,0
be,specialist,,False,0.0,0
call,specialist,,False,0.0,0
think,specialist,,False,0.0,0
be,society,,False,0.0,0
need,society,,False,0.0,0
figure,solution,,False,0.0,0
hav,knowledge,,False,0.0,0
Specializing,subject,,False,0.0,0
be,concentration,,False,0.0,0
require,concentration,,False,0.0,0
compete,people,,False,0.0,0
bore,thing,,False,0.0,0
solve,problem,,False,0.0,0
Knowing,range,,False,0.0,0
communicate,topic,,False,0.0,0
give,people,,False,0.0,0
be,English,,False,0.0,0
enjoy,English,,False,0.0,0
talk,English,,False,0.0,0
know,conversation,,False,0.0,0
get,conversation,,False,0.0,0
give,choice,,False,0.0,0
change,mind,,False,0.0,0
realize,interest,,False,0.0,0
need,stage,,False,0.0,0
go,stage,,False,0.0,0
need,knowledge,,False,0.0,0
specialize,subjecet,,False,0.0,0
communicate,people,,False,0.0,0
get,mind,,False,0.0,0
have,way,,False,0.0,0
develop,time,,False,0.0,0
improve,time,,False,0.0,0
adays,learning,,False,0.0,0
change,student,,False,0.0,0
agree,student,,False,0.0,0
understand,idea,,False,0.0,0
forget,sake,,False,0.0,0
learn,sake,,False,0.0,0
n,addition,,False,0.0,0
understand,help,,False,0.0,0
anslysing,situation,,False,0.0,0
help,stage,,False,0.0,0
grow,stage,,False,0.0,0
grow,way,,False,0.0,0
study,scintefic,,False,0.0,0
shools,school,,False,0.0,0
be,experiment,,False,0.0,0
do,experiment,,False,0.0,0
see,result,,False,0.0,0
understand,seeing,,False,0.0,0
happen,seeing,,False,0.0,0
be,seeing,,False,0.0,0
learn,seeing,,False,0.0,0
be,exam,,False,0.0,0
ask,exam,,False,0.0,0
answer,cifidence,,False,0.0,0
adays,technology,,False,0.0,0
help,lot,,False,0.0,0
search,information,,False,0.0,0
learn,understanding,,False,0.0,0
be,tool,,False,0.0,0
have,student,,False,0.0,0
help,student,,False,0.0,0
search,medium,,False,0.0,0
understand,medium,,False,0.0,0
add,medium,,False,0.0,0
offer,see,,False,0.0,0
accord,experience,,False,0.0,0
agrree,statement,,False,0.0,0
understand,learnig,,False,0.0,0
be,learnig,,False,0.0,0
opserve,everything,,False,0.0,0
experience,everything,,False,0.0,0
have,everything,,False,0.0,0
Undrestanding,coceptes,,False,0.0,0
give,opprtunity,,False,0.0,0
consider,importance,,False,0.0,0
beilive,fact,,False,0.0,0
everyting,fact,,False,0.0,0
have,space,,False,0.0,0
think,idea,,False,0.0,0
brith,idea,,False,0.0,0
beilive,Art,,False,0.0,0
have,Art,,False,0.0,0
happend,Art,,False,0.0,0
build,generation,,False,0.0,0
represent,coseptes,,False,0.0,0
look,history,,False,0.0,0
start,civilization,,False,0.0,0
skratching,stone,,False,0.0,0
look,artist,,False,0.0,0
i,artist,,False,0.0,0
beilive,artist,,False,0.0,0
make,artist,,False,0.0,0
be,everything,,False,0.0,0
love,everything,,False,0.9,0
try,everything,,False,0.0,0
work,everything,,False,0.75,0
bing,society,,False,0.0,0
encourage,idea,,False,0.0,0
fly,idea,,False,1.0,0
encourage,art,,False,0.0,0
standared,art,,False,0.0,0
take,year,,False,0.0,0
lean,musumes,,False,0.0,0
draw,musumes,,False,0.0,0
paint,musumes,,False,0.0,0
see,musumes,,False,0.0,0
be,space,,False,0.0,0
give,space,,False,0.0,0
see,sculpture,,False,0.0,0
do,ancient,,False,0.0,0
egyptians,artist,,False,0.0,0
have,artist,,False,0.0,0
think,artist,,False,0.0,0
enjoyit,artist,,False,0.0,0
coo,thies,,False,0.0,0
stone,color,,False,0.0,0
suuorted,back,,False,0.0,0
migt,lead,,False,0.0,0
use,sanme,,False,0.0,0
think,learning,,False,0.0,0
be,process,,False,0.0,0
determine,people,,False,0.0,0
think,student,,False,0.0,0
increase,knowledge,,False,0.0,0
throught,method,,False,0.0,0
study,method,,True,0.6666666666666666,0
Analyzing,topic,,False,0.0,0
present,form,,False,0.0,0
have,detail,,False,0.0,0
study,detail,,False,1.0,0
be,case,,False,0.0,0
relate,humanity,,False,0.0,0
learn,year,,False,0.0,0
exact,year,,False,0.0,0
know,period,,False,0.0,0
be,field,,False,0.0,0
study,topic,,True,0.5555555555555556,0
be,topic,,False,0.0,0
consider,topic,,False,0.0,0
be,Professors,,False,0.0,0
explain,Professors,,False,0.0,0
use,idea,,False,0.0,0
be,need,,False,0.0,0
go,cause,,False,0.0,0
explore,cause,,False,1.0,0
require,knowledge,,False,0.0,0
be,event,,False,0.0,0
Learning,fact,,False,0.0,0
determine,order,,False,0.0,0
underline,importance,,False,0.0,0
Think,scientist,,False,0.0,0
need,fact,,False,0.0,0
know,fact,,False,0.0,0
conclude,subject,,False,0.0,0
i,subject,,False,0.0,0
need,i,,False,0.0,0
be,i,,False,0.0,0
treat,i,,False,0.0,0
do,rule,,False,0.0,0
think,rule,,False,0.0,0
determine,student,,False,0.0,0
learn,idea,,False,0.0,0
be,invention,,False,0.0,0
be,advanteges,,False,0.0,0
make,advanteges,,False,0.0,0
have,advanteges,,False,0.0,0
transport,hand,,False,0.0,0
say,year,,False,0.0,0
be,today,,False,0.0,0
agree,statment,,False,0.0,0
rise,invention,,False,0.0,0
work,battery,,False,0.0,0
be,glass,,False,0.0,0
make,glass,,False,0.0,0
wil,sunlight,,False,0.0,0
trap,sunlight,,False,0.0,0
store,car,,False,0.0,0
drive,airoplanes,,False,0.0,0
adays,plane,,False,0.0,0
have,plane,,False,0.0,0
use,people,,False,0.0,0
use,animal,,False,0.0,0
transport,animal,,False,0.0,0
be,generation,,False,0.0,0
happen,generation,,False,0.0,0
be,disscoverd,,False,0.0,0
start,moon,,False,0.0,0
live,moon,,True,1.0,0
time,move,,False,0.0,0
know,thing,,False,0.0,0
happen,thing,,False,0.0,0
change,technology,,False,0.0,0
be,idea,,False,0.0,0
rise,idea,,False,0.0,0
comming,person,,False,0.0,0
i,i,,False,0.0,0
hope,i,,False,0.0,0
invent,way,,False,0.0,0
use,pollution,,False,0.0,0
be,mathmatics,,False,0.0,0
recommend,place,,False,0.0,0
study,math,,False,1.0,0
According,experience,,False,0.0,0
help,problem,,False,0.0,0
memorize,problem,,False,0.0,0
make,problem,,False,0.0,0
memorize,element,,False,0.0,0
mean,becomes,,False,0.0,0
learn,becomes,,False,0.0,0
learn,math,,False,0.0,0
teach,formula,,False,0.0,0
have,partern,,False,0.0,0
remember,formula,,False,0.0,0
get,formula,,False,0.0,0
recommend,student,,False,0.0,0
memorize,formula,,False,0.0,0
show,process,,False,0.0,0
understand,amount,,False,0.0,0
make,amount,,False,0.0,0
give,comprehension,,False,0.0,0
have,problem,,False,0.0,0
be,level,,False,0.0,0
solve,question,,False,0.0,0
need,solution,,False,0.0,0
do,idea,,False,0.0,0
creat,way,,False,0.0,0
be,importand,,False,0.0,0
be,thought,,False,0.0,0
require,thought,,False,0.0,0
change,anything,,False,0.0,0
s,fact,,False,0.0,0
have,invention,,False,0.0,0
change,invention,,False,0.0,0
have,life,,False,0.0,0
have,concern,,False,0.0,0
raise,concern,,False,0.0,0
be,belief,,False,0.0,0
increase,twenty,,False,0.0,0
establish,fact,,False,0.0,0
be,earth,,False,0.0,0
populate,earth,,False,0.0,0
need,car,,False,0.0,0
buy,car,,False,0.0,0
have,baby,,False,0.0,0
make,decision,,False,0.0,0
buy,son,,False,0.0,0
daughter,car,,False,0.0,0
find,car,,False,0.0,0
fit,anyone,,False,0.0,0
play,role,,True,1.0,0
pay,installment,,False,0.0,0
let,fact,,False,0.0,0
ignore,fact,,False,0.0,0
have,lot,,False,0.0,0
spare,trend,,False,0.0,0
like,trend,,False,0.0,0
follow,trend,,False,0.0,0
tend,Mercedes,,False,0.0,0
buy,Mercedes,,False,0.0,0
sum,factor,,False,0.0,0
be,factor,,False,0.0,0
lead,increase,,False,0.0,0
have,number,,False,0.0,0
do,number,,False,0.0,0
increase,number,,False,0.0,0
inhabit,earth,,False,0.0,0
have,midlle,,False,0.0,0
make,midlle,,False,0.0,0
citizens,car,,False,0.0,0
remain,effect,,False,0.0,0
have,environment,,False,0.0,0
be,concern,,False,0.0,0
have,traveling,,False,0.0,0
enjoy,traveling,,False,0.0,0
have,chance,,False,0.0,0
come,United,,False,0.0,0
improve,language,,False,0.0,0
do,year,,False,0.0,0
spend,hour,,False,0.0,0
s,agency,,False,0.0,0
notice,people,,False,0.0,0
prefer,tour,,False,0.0,0
wonder,vacation,,False,0.0,0
be,vacation,,False,0.0,0
get,vacation,,False,0.0,0
lose,vacation,,False,0.0,0
enjoy,vacation,,False,0.0,0
organize,vacation,,False,0.0,0
want,vacation,,False,0.0,0
go,vacation,,False,1.0,0
do,guide,,False,0.0,0
need,guide,,False,0.0,0
show,place,,False,0.0,0
describe,place,,False,0.0,0
visit,thing,,False,0.0,0
have,tourist,,False,0.0,0
offer,tourist,,False,0.0,0
speak,vacation,,False,0.0,0
think,spirit,,False,0.0,0
love,trip,,False,0.0,0
organize,trip,,False,0.0,0
want,trip,,False,0.0,0
worry,trip,,False,1.0,0
be,downstairs,,False,0.0,0
explore,place,,False,0.0,0
think,place,,False,0.0,0
decide,place,,False,0.0,0
be,danger,,False,0.0,0
tell,safety,,False,0.0,0
go,safety,,True,1.0,0
be,safety,,False,0.0,0
think,chance,,False,0.0,0
agree,statiment,,False,0.0,0
want,product,,False,0.0,0
advertise,product,,False,0.0,0
be,effort,,False,0.0,0
make,effort,,False,0.0,0
have,product,,False,0.0,0
look,product,,False,0.0,0
loose,costomers,,False,0.0,0
agree,effert,,False,0.0,0
be,limit,,False,0.0,0
make,something,,False,0.0,0
look,something,,False,0.0,0
say,something,,False,0.0,0
advertise,vegetable,,False,0.0,0
make,look,,False,0.0,0
cheat,vitamines,,False,0.0,0
be,data,,False,0.0,0
test,group,,False,0.0,0
be,organization,,False,0.0,0
be,government,,False,0.0,0
do,research,,False,0.0,0
move,Germany,,False,0.0,0
find,aspect,,False,0.0,0
make,test,,False,0.0,0
compare,product,,False,1.0,0
see,thing,,False,0.0,0
think,lot,,False,0.0,0
give,lot,,False,0.0,0
do,hand,,False,0.0,0
know,hand,,False,0.0,0
buy,advertisement,,False,0.0,0
make,information,,False,0.0,0
look,information,,False,0.0,0
give,data,,False,0.0,0
scienticic,data,,False,0.0,0
have,background,,False,0.0,0
compare,ingredient,,False,1.0,0
do,comparison,,False,0.0,0
decide,product,,False,0.0,0
know,company,,False,0.0,0
succeed,product,,False,0.0,0
be,others,,False,0.0,0
make,reality,,False,0.0,0
look,reality,,False,0.0,0
have,type,,False,0.0,0
be,chiledren,,False,0.0,0
develop,community,,False,0.0,0
dont,way,,False,0.0,0
rlise,way,,False,0.0,0
get,job,,False,0.0,0
educate,job,,False,0.0,0
have,job,,False,0.0,0
form,family,,False,0.0,0
educate,something,,False,0.0,0
do,community,,False,0.0,0
educate,wise,,False,0.0,0
become,wise,,False,0.0,0
give,effort,,False,0.0,0
develop,engneer,,False,0.0,0
graduate,engneer,,False,0.0,0
help,pations,,False,0.0,0
become,police,,False,0.0,0
protect,community,,True,1.0,0
be,safer,,False,0.0,0
get,child,,False,0.0,0
marry,child,,True,0.6,0
have,child,,False,0.0,0
grow,community,,False,0.0,0
disagree,opinion,,False,0.0,0
enjoy,life,,False,0.0,0
think,people,,False,0.0,0
go,friend,,False,1.0,0
be,Tokyo,,False,0.0,0
go,Tokyo,,False,0.0,0
change,Tokyo,,False,0.0,0
especialy,Tokyo,,False,0.0,0
lose,time,,False,0.0,0
have,ablility,,False,0.0,0
work,ablility,,False,0.0,0
improve,ablility,,False,0.0,0
